queue,n,exposure,add,cancel,exec,move,lambda_move,lambda_add,lambda_add_lo,lambda_add_hi,lambda_cancel,lambda_cancel_lo,lambda_cancel_hi,lambda_exec,lambda_exec_lo,lambda_exec_hi,lambda_total
-3,251,4.03966909799783,6.0,1.0,0.0,0.0,0.0,1.4852701680377145,0.5450679746472723,3.232807862651749,0.24754502800628575,0.006267297486528802,1.3792326192510065,0.0,0.0,0.9131637677804464,1.7328151960440004
-3,279,1.1897271940033534,2.0,1.0,0.0,0.0,0.0,1.6810576492499363,0.20358388020782037,6.072558233634521,0.8405288246249681,0.021280347387115803,4.683126870615344,0.0,0.0,3.1006095117495804,2.5215864738749043
-3,299,6.000089936009317,4.0,3.0,0.0,0.0,0.0,0.666656673926527,0.18164150625235437,1.7069058605170535,0.4999925054448953,0.10311047492516127,1.4611902760200075,0.0,0.0,0.6148040268488748,1.1666491793714224
-3,300,1.6388708669983316,4.0,1.0,0.0,0.0,0.0,2.4407048050870452,0.6650099135769397,6.249173672945717,0.6101762012717613,0.015448323900381866,3.399684199124012,0.0,0.0,2.25086645226069,3.0508810063588068
-3,301,11.063286746000813,4.0,4.0,0.0,0.0,0.0,0.36155620764741825,0.09851189783364264,0.9257274904409265,0.36155620764741825,0.09851189783364264,0.9257274904409265,0.0,0.0,0.33343431647447824,0.7231124152948365
-3,302,10.945121642995218,3.0,3.0,0.0,0.0,0.0,0.27409471523964046,0.05652491978392456,0.8010210718263968,0.27409471523964046,0.05652491978392456,0.8010210718263968,0.0,0.0,0.3370341211762399,0.5481894304792809
-3,303,1.350095843001327,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.7323093195468124,0.7406881557215617,0.0187526005027963,4.1268502675727605,0.0,0.0,2.7323093195468124,0.7406881557215617
-3,346,2.8386442629998783,3.0,0.0,0.0,0.0,0.0,1.0568425353973734,0.21794633831355423,3.0885423665158633,0.0,0.0,1.299521571687017,0.0,0.0,1.299521571687017,1.0568425353973734
-3,348,1.10155456999928,1.0,0.0,0.0,0.0,0.0,0.9078079536274392,0.022983707456550633,5.057982185070087,0.0,0.0,3.348794108417477,0.0,0.0,3.348794108417477,0.9078079536274392
-3,349,1.1078205699959653,1.0,0.0,0.0,0.0,0.0,0.9026732551135442,0.022853708145518622,5.02937347603068,0.0,0.0,3.3298528245665007,0.0,0.0,3.3298528245665007,0.9026732551135442
-3,350,10.538049610004236,3.0,0.0,0.0,0.0,0.0,0.2846826605515282,0.05870840865166059,0.8319635410920028,0.0,0.0,0.35005333915034137,0.0,0.0,0.35005333915034137,0.2846826605515282
