queue,n,cls,exposure,add,cancel,exec,move,lambda_add,lambda_cancel,lambda_exec,lambda_move
-1,29,2,53.485208277066704,321.0,322.0,30.0,0.0,6.001659343591597,6.020356101671322,0.560902742391738,0.0
-1,29,3,80.03917844599346,396.0,352.0,99.0,0.0,4.9475770202614155,4.3978462402323695,1.2368942550653539,0.0
-1,30,1,7.8924268989794655,237.0,243.0,8.0,0.0,30.02878620651468,30.789008642122646,1.0136299141439555,0.0
-1,30,2,53.889991343086876,328.0,314.0,16.0,0.0,6.086473421600884,5.826684921898408,0.2969011425171163,0.0
-1,30,3,69.53594292205526,386.0,337.0,105.0,0.0,5.551086010765368,4.846414470538676,1.510010443342911,0.0
-1,31,1,5.761833429089165,180.0,222.0,10.0,0.0,31.240056175739625,38.529402616745536,1.735558676429979,0.0
-1,31,2,50.15786710791144,251.0,297.0,12.0,0.0,5.004200028282494,5.921304415935859,0.23924462286609532,0.0
-1,31,3,44.00904954796715,316.0,262.0,76.0,0.0,7.1803413899129875,5.953321025813933,1.7269175494727438,0.0
-1,32,1,3.105193057039287,143.0,183.0,18.0,0.0,46.05188707215081,58.933533805619575,5.796741030060941,0.0
-1,32,2,34.30497375502455,214.0,247.0,17.0,0.0,6.238162475453171,7.20012210951838,0.4955549630032893,0.0
-1,32,3,45.06356298805622,274.0,247.0,72.0,0.0,6.0803003986307465,5.4811467097145785,1.597743170443116,0.0
-1,33,1,5.042154468064837,155.0,168.0,20.0,0.0,30.74082735499544,33.31909029444667,3.966558368386508,0.0
-1,33,2,24.724965127999894,173.0,162.0,18.0,0.0,6.996976501458657,6.552082041828338,0.7280091157587042,0.0
-1,33,3,50.218832423954154,270.0,227.0,101.0,0.0,5.3764690847573595,4.5202166008885944,2.0111976946684935,0.0
-1,34,1,3.569307153025875,142.0,140.0,20.0,0.0,39.78363136375633,39.22329852764708,5.603328361092441,0.0
-1,34,2,18.176347999971767,116.0,125.0,12.0,0.0,6.381920064480509,6.877069035000549,0.6601986273600527,0.0
-1,34,3,41.5386583449872,323.0,253.0,95.0,0.0,7.775889084269834,6.090711883344483,2.2870262012558333,0.0
-1,35,1,5.118010167927423,141.0,132.0,10.0,0.0,27.549769416948816,25.79127349671804,1.953884355811973,0.0
-1,35,2,12.230526480037952,87.0,90.0,17.0,0.0,7.113348729672186,7.3586366169022615,1.3899646943037605,0.0
-1,35,3,32.87263627494394,218.0,189.0,123.0,0.0,6.631655525789489,5.749462818230337,3.741713897578473,0.0
-1,36,1,2.6511829200171633,125.0,124.0,11.0,0.0,47.1487648235116,46.77157470492351,4.149091304469021,0.0
-1,36,2,12.615729192963045,94.0,101.0,24.0,0.0,7.451015994575444,8.005878887788509,1.902387062444794,0.0
-1,36,3,38.33179199506412,233.0,188.0,91.0,0.0,6.078505279116686,4.904545032076983,2.374008499569178,0.0
-1,37,1,3.385490767977899,126.0,122.0,10.0,0.0,37.21764690419104,36.036134304057995,2.953781500332622,0.0
-1,37,2,14.866230465995613,114.0,77.0,24.0,0.0,7.668386431971358,5.17952416896311,1.6143971435729174,0.0
-1,37,3,35.878740086940525,225.0,168.0,105.0,0.0,6.271123218228546,4.682438669610647,2.9265241685066545,0.0
-1,38,1,5.2150728699270985,97.0,132.0,9.0,0.0,18.599931855095242,25.311247472913113,1.7257668731531668,0.0
